movieId,peopleId
181032,p_137983
181036,p_62880
181061,p_278350
181067,p_124938
181130,p_278458
181133,p_111753
181133,p_137381
181279,p_65282
181293,p_250090
181303,p_67717
181486,p_5629
138313,p_106148
138316,p_106148
181861,p_5077
181946,p_279029
182037,p_65843
182154,p_279229
149537,p_92083
182984,p_21063
183269,p_279465
184360,p_279495
138320,p_106148
185099,p_10249
185133,p_279699
117421,p_16794
117424,p_16794
117425,p_16794
117426,p_16794
185188,p_242260
185190,p_234877
185199,p_279807
185282,p_233801
185381,p_279897
185501,p_70877
185509,p_279953
67035,p_103504
185732,p_17627
185821,p_123543
81614,p_112910
72128,p_90445
120428,p_87505
186536,p_231876
180926,p_280771
187130,p_281256
138331,p_106148
187566,p_249807
187689,p_58728
187954,p_281755
188011,p_46367
188070,p_70103
188387,p_96930
188424,p_282289
188434,p_25340
188435,p_17520
188530,p_96119
188601,p_282420
188601,p_57913
188779,p_258329
188779,p_251964
189016,p_282755
189449,p_283239
189449,p_56229
189493,p_283255
189502,p_134765
189637,p_24485
190199,p_283794
190241,p_11523
190248,p_125739
190289,p_209119
190368,p_124920
190370,p_6648
190386,p_137983
190398,p_132595
190573,p_281844
190895,p_41616
190986,p_227638
970,p_14396
1289,p_16375
1332,p_16375
1507,p_121035
3325,p_15037
3327,p_76842
6290,p_87123
6563,p_65408
6750,p_45645
6751,p_45645
6791,p_25873
7050,p_15196
7074,p_80243
7841,p_12632
7845,p_45645
7918,p_58072
8179,p_47020
